word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
1-amino-7-naphthol,,,1-氨基-7-萘酚,,,,,0,0,,,
1-amino-8-naphthol-4-sulfonic acid,,,[有机化学] １－氨基－８－萘酚－４－磺酸,,,,,0,0,,,
1-amino-8-naphthol-6-sulfonic acid,,,[有机化学] １－氨基－８－萘酚－６－磺酸,,,,,0,0,,,
1-aminoanthrapuinone,,,1-氨基蒽醌,,,,,0,0,,,
1-aminoanthraquinone,,,1-胺蒽醌,,,,,0,0,,,
1-aminobutane,,,[有机化学] １－氨基丁烷,,,,,0,0,,,
1-aminoethanol,,,[有机化学] １－氨基乙醇,,,,,0,0,,,
1-aminoethyl-2-methylimidazole,,,1-胺乙-2-甲咪唑,,,,,0,0,,,
1-aminoethylpiperazine,,,1-胺乙基六氢吡【口+井】,,,,,0,0,,,
1-aminohexadecane,,,1-胺十六烷；十六胺；鲸蜡胺,,,,,0,0,,,
1-aminohexane,,,1-胺己烷；己胺,,,,,0,0,,,
1-Aminonaphthalene,,,1-氨基萘,,,,,0,0,,,
1-aminonaphthalene-4-sulfonic acid,,,[有机化学] １－氨基萘－４－磺酸,,,,,0,0,,,
1-aminopentane,,,[有机化学] １－氨基戊烷,,,,,0,0,,,
1-androstendiol,,,雄1烯二醇,,,,,0,0,,,
1-androstendione,,,"雄1烯3,17二酮",,,,,0,0,,,
1-anilinonaphthalene-8-sulfonate,,,1-苯氨基萘-8-磺酸,,,,,0,0,,,
1-anthrol,,,1-蒽酚；1-羟蒽,,,,,0,0,,,
1-anthrylamine,,,1-蒽胺；1-胺蒽,,,,,0,0,,,
1-azaphenanthrene,,,1-氮菲；1-吖菲,,,,,0,0,,,
1-azidopyrene,,,1-叠氮基芘,,,,,0,0,,,
1-b-D-arabinofuranosylcytosine,,,1-b-D阿糖呋喃胞嘧啶,,,,,0,0,,,
1-bebeerine,,,1-箭毒素,,,,,0,0,,,
1-benzoxy-5-iodopentane,,,1-苯酰氧基-5-碘代戊烷,,,,,0,0,,,
1-benzyl-2-methylimidazole,,,1-苄-2-甲咪唑,,,,,0,0,,,
1-benzyl-4-ethyl-benzene,,,1-苄-4-乙苯,,,,,0,0,,,
1-benzyl-4-piperidone,,,1-苯甲基-4-哌啶酮,,,,,0,0,,,
1-bromo-2-chloroethane,,,1-溴-2-氯乙烷,,,,,0,0,,,
1-bromo-2-chloropropane,,,1-溴-2-氯丙烷,,,,,0,0,,,
1-bromo-2-propanone,,,溴丙酮,,,,,0,0,,,
1-BROMO-3-CHLOROPROPANE,,,1-溴-3-氯丙烷,,,,,0,0,,,
1-bromo-3-pentanone,,,1-溴-3-戊酮,,,,,0,0,,,
1-Bromo-5-Chloropentane,,,1-溴-5-氯戊烷,,,,,0,0,,,
1-bromoanthraquinone,,,1-溴蒽醌,,,,,0,0,,,
1-bromododecane,,,1-溴十二烷,,,,,0,0,,,
1-bromoheptane,,,1-溴庚烷,,,,,0,0,,,
1-bromohexane,,,1-溴己烷,,,,,0,0,,,
1-bromomercuri-2-hydroxypropane,,,1-溴汞基-2-羟基丙烷,,,,,0,0,,,
1-bromonaphthalene,,,[有机化学] １－溴萘,,,,,0,0,,,
1-bromooctane,,,1-溴辛烷,,,,,0,0,,,
1-bromophenathrene,,,1-溴菲,,,,,0,0,,,
1-bromopropene,,,1-溴丙烯,,,,,0,0,,,
1-bromopropylene,,,溴丙烯,,,,,0,0,,,
1-brucine-d-tartrate,,,1-悉木鳖碱-d-酒石酸盐,,,,,0,0,,,
1-butanearsonic acid,,,1-丁胂酸,,,,,0,0,,,
1-butanol,,,1-丁醇,,,,,0,0,,,
1-butene,,,1-丁烯,,,,,0,0,,,
1-butenyl,,,1-丁烯基,,,,,0,0,,,
1-butyl-3-tolylsulfonylurea,,,1-丁基-3-对甲苯磺酰脲,,,,,0,0,,,
1-butylene,,,1-丁烯,,,,,0,0,,,
1-butyne,,,1-丁炔,,,,,0,0,,,
1-butynylbenzene,,,1-丁炔苯,,,,,0,0,,,
1-canadine,,,"1-坎那定,1-氢化小蘖碱",,,,,0,0,,,
1-caprylene,,,[有机化学] １－辛烯,,,,,0,0,,,
1-carbamoylguanidine,,,1-胺甲醯胍,,,,,0,0,,,
1-Carbpenem,,,1-碳青霉烯,,,,,0,0,,,
1-chloro-1-iodoethane,,,1-氯-1-碘乙烷,,,,,0,0,,,
1-chloro-2-butene,,,1-氯-2-丁烯,,,,,0,0,,,
1-chloro-2-iodoethane,,,1-氯-2-碘乙烷,,,,,0,0,,,
1-chloro-2-methyl-2-propanol,,,1-氯-2-甲-2-丙醇,,,,,0,0,,,
1-chloro-2-methylbenzene,,,1-氯-2-甲[基]苯,,,,,0,0,,,
1-chloro-2-propanol,,,1-氯-2-丙醇,,,,,0,0,,,
1-chloro-2-propanone,,,氯丙酮,,,,,0,0,,,
1-Chloro-3-bromopropene-1,,,1-氯-3-溴丙烯-1,,,,,0,0,,,
1-chloro-4-(chloromethyl) benzene,,,1-氯-4-(氯甲)苯,,,,,0,0,,,
1-chloro-4-(trichloro-methyl)benzene,,,1-氯-4-(三氯甲)苯,,,,,0,0,,,
1-chloroanthraquinone,,,1-氯蒽醌,,,,,0,0,,,
1-chlorobutane,,,1-氯丁烷,,,,,0,0,,,
1-chloroheptane,,,1-氯庚烷,,,,,0,0,,,
1-Chlorohexane,,,1-氯己烷,,,,,0,0,,,
1-chloronaphthalene,,,[有机化学] １－氯萘,,,,,0,0,,,
1-chlorooctane,,,1-氯辛烷,,,,,0,0,,,
1-cyanoethyl-2-methylimidazole,,,1-氰乙-2-甲咪唑,,,,,0,0,,,
1-cyanoethyl-2-phenylimidazole,,,1-氰乙-2-苯咪唑,,,,,0,0,,,
1-cyanoethyl-2-undecylimidazole,,,1-氰乙-2-十一基咪唑,,,,,0,0,,,
1-cyclohexyl-2-methylaminopropane,,,[药] １－环己基－２－甲氨基丙烷,,,,,0,0,,,
1-decanol,,,1-癸醇,,,,,0,0,,,
1-decene,,,1-癸烯,,,,,0,0,,,
1-Dehydrotestololactone,,,1-去氢睾内酯,,,,,0,0,,,
1-deoxy-4-oxopeganine,,,1-脱氧鸭咀花酮碱,,,,,0,0,,,
1-Deoxymannojirimycin,,,1-脱氧甘露野尻霉素,,,,,0,0,,,
1-deoxynojirimycin,,,1-脱氧野尻霉素,,,,,0,0,,,
1-desamino-8-D-arginine-vasopressin,,,1-去氨基-8-D-精氨酸加压素,,,,,0,0,,,
1-diamino-8-di-arginine-vasopressin,,,1-二氨基-8-二-精氨酸-加压素,,,,,0,0,,,
1-Dicentrine,,,1-山豆碱,,,,,0,0,,,
1-dimethylaminonaphthalene-5-sulfonyl,,,1-二甲基氨基萘-5-磺酰,,,,,0,0,,,
1-docosanol,,,[有机化学] １－廿二（烷）醇,,,,,0,0,,,
1-Dodecanol,,,1-十二烷醇,,,,,0,0,s:1-dodecanols,,
1-dodecanols,,,1-十二烷醇\n(1-dodecanol 的复数),,,,,0,0,0:1-dodecanol/1:s,,
1-dodecene,,,1-十二烯,,,,,0,0,,,
1-dodecyne,,,1-十二炔,,,,,0,0,,,
1-dotriacontanol,,,1-三十二醇,,,,,0,0,,,
1-EDTA,,,1-乙二胺四乙酸,,,,,0,0,,,
1-eicosanol,,,1-二十醇；花生醇,,,,,0,0,,,
1-ethoxy-2-hydroxy-4-propenyl benzene,,,[有机化学] １－乙氧基－２－羟基－４－丙烯基苯,,,,,0,0,,,
1-ethoxy-2-methylpropane,,,1-乙氧-2-甲基丙烷；乙基异丁基醚,,,,,0,0,,,
1-Ethoxy-2-propanol,,,1-乙氧基-2-丙醇,,,,,0,0,,,
1-ethoxyhexane,,,1-乙氧己烷；乙[基]己[基]醚,,,,,0,0,,,
1-ethyl-1-phenylhydrazine,,,1-乙-1-苯肼,,,,,0,0,,,
1-ethyl-1-phenylthiourea,,,1-乙基-1-苯基硫脲,,,,,0,0,,,
1-ethyl-3-(3-dimethylaminopropyl)carbodiimide,,,1-乙基-3-(3-二甲氨基丙基)碳化二亚胺,,,,,0,0,,,
1-ethyl-3-(3-propyl)carbodiimide,,,1-乙基-3-(3-丙基)碳化二亚胺,,,,,0,0,,,
1-ethyl-3-hydroxypiperidine,,,[药] １－乙基－３－羟基哌啶,,,,,0,0,,,
1-ethyl-3-piperidinol,,,[有机化学] １－乙基－３－哌啶醇,,,,,0,0,,,
1-ethylnaphthalene,,,1-乙基萘,,,,,0,0,,,
1-Ethynylcyclohexanol,,,1-乙炔环己醇,,,,,0,0,,,
1-feruloylglucose,,,1-阿魏酰葡萄糖,,,,,0,0,,,
1-fluoro-2-methyl-naphthalene,,,1-氟-2-甲萘,,,,,0,0,,,
1-fluoro-2-methylpropane,,,1-氟-2-甲基丙烷；氟化异丁基,,,,,0,0,,,
1-fluoroheptane,,,1-氟庚烷,,,,,0,0,,,
1-fluorohexane,,,1-氟己烷,,,,,0,0,,,
1-fluoronaphthalene,,,氟萘,,,,,0,0,,,
1-fluorooctane,,,1-氟辛烷,,,,,0,0,,,
1-formylglycinamide-5'-ribonucleotide,,,1-甲酰甘氨酰胺-5'-核苷酸,,,,,0,0,,,
1-hendecanol,,,1-十一醇,,,,,0,0,,,
1-heptacosanol,,,1-二十七烷醇,,,,,0,0,,,
1-heptanol,,,[有机化学] １－庚醇,,,,,0,0,,,
1-heptene,,,1-庚烯,,,,,0,0,,,
1-heptene-4-one,,,1-庚烯-4-酮,,,,,0,0,,,
1-heptyne,,,1-庚炔,,,,,0,0,,,
1-hexadecanol,,,[有机化学] １－十六烷醇,,,,,0,0,,,
1-hexadecene,,,[有机化学] １－十六碳烯,,,,,0,0,,,
1-hexadecyloxyhexadecane,,,鲸蜡醚；[双]十六醚,,,,,0,0,,,
1-Hexanethiol,,,1-己硫醇,,,,,0,0,,,
1-Hexanol,,,1-己醇,,,,,0,0,,,
1-hexene,,,1-己烯,,,,,0,0,,,
1-Hexylcarbamoyl-5-fluorouracil,,,"卡莫氟,嘧福禄",,,,,0,0,,,
1-hexyne,,,[有机化学] １－己炔,,,,,0,0,,,
1-hydrocortisone,,,"泼尼松龙,强的松龙,氢化泼尼松,去氢氢化可的松",,,,,0,0,,,
1-hydroxy fenchane,,,[有机化学] １－羟基葑烷,,,,,0,0,,,
1-hydroxy-2-acetonaph-thone,,,1-羟-2-萘乙酮；2-乙醯-1-萘酚,,,,,0,0,,,
1-hydroxy-2-cyanoethane,,,[有机化学] １－羟基－２－氰乙烷,,,,,0,0,,,
1-hydroxy-2-methoxybenzene,,,[有机化学] １－羟基－２－甲氧基苯,,,,,0,0,,,
1-Hydroxy-2-phenoxyethane,,,苯氧乙醇,,,,,0,0,,,
1-hydroxy-2-propanone,,,[有机化学] １－羟基－２－丙酮,,,,,0,0,,,
1-hydroxy-4-nitro-2-acetonaphthone,,,1-羟-4-硝-2-萘乙酮；4-硝-2-乙醯-1-萘酚,,,,,0,0,,,
1-hydroxyanthraquinone,,,1-羟蒽醌,,,,,0,0,,,
1-hydroxybenzotriazole,,,1-羟基苯三氮唑,,,,,0,0,,,
1-hydroxypropanone,,,1-羟丙酮,,,,,0,0,,,
1-hydroxysulfurmycin,,,1-羟基硫霉素,,,,,0,0,,,
1-indanone,,,1-二氢茚酮,,,,,0,0,,,
1-iodo-2-methylbutane,,,1-碘-2-甲基丁烷,,,,,0,0,,,
1-iodobutane,,,1-碘丁烷,,,,,0,0,,,
1-iododecane,,,1-碘癸烷,,,,,0,0,,,
1-iodoheptane,,,1-碘庚烷,,,,,0,0,,,
1-iodohexadecane,,,1-碘十六烷；碘鲸蜡烷,,,,,0,0,,,
1-iodononane,,,1-碘壬烷,,,,,0,0,,,
1-iodooctane,,,1-碘辛烷,,,,,0,0,,,
1-iodopropyne,,,1-碘丙炔,,,,,0,0,,,
1-isobutyl-1-methyl-ethylene,,,1-异丁基-1-甲基乙烯,,,,,0,0,,,
1-isobutyl-1-phenyl-hydrazine,,,1-异丁-1-苯肼,,,,,0,0,,,
1-isoindolinone,,,1-异吲哚啉酮,,,,,0,0,,,
1-isoquinolinol,,,1-异喹啉酚,,,,,0,0,,,
1-Kestose,,,1-科斯糖,,,,,0,0,,,
1-magnocurarine,,,1-木兰箭毒碱,,,,,0,0,,,
1-menthol,,,1-薄荷脑；1-六氢化瑞香草酚；1-盖醇,,,,,0,0,,,
1-mercuri-2-hydroxypropane,,,1-汞-2羟基丙烷,,,,,0,0,,,
1-methoxy-2-methyl-propane,,,1-甲氧-2-甲基丙烷；甲基异丁基醚,,,,,0,0,,,
1-methoxy-4-propenyl benzene,,,[有机化学] １－甲氧基－４－丙烯基苯,,,,,0,0,,,
1-methoxypropane,,,1-甲氧丙烷；甲基丙基醚,,,,,0,0,,,
1-Methyl-1-cyclohexene,,,1-甲基-1-环己烯,,,,,0,0,,,
1-methyl-1-phenylhydrazine,,,1-甲-1-苯肼,,,,,0,0,,,
1-methyl-2-m-tolyl-hydrazine,,,1-甲-2-间【草(之上)+叨】肼,,,,,0,0,,,
1-methyl-2-mercaptoimidazole,,,1-甲基-2-巯基咪唑,,,,,0,0,,,
1-methyl-2-phenylhydrazine,,,1-甲-2-苯肼,,,,,0,0,,,
1-Methyl-2-Pyrrolidone,,,1-甲基-2-吡咯烷酮,,,,,0,0,,,
1-methyl-3-isobutylxanthine,,,1-甲基-3-异丁基黄嘌呤,,,,,0,0,,,
1-Methyl-3-nitro-1-nitrosoguanidine,,,1-甲基-3-硝基-1-亚硝基胍,,,,,0,0,,,
1-methyl-3-pyrrolidinol,,,1-甲基-3-羟基四氢吡咯,,,,,0,0,,,
1-methyl-4-ethenylbenzene,,,1-甲-4-乙烯苯,,,,,0,0,,,
1-methyl-4-phenylpyridinium,,,甲苯啶,,,,,0,0,,,
1-methyl-7-isopropyl-phenanthrene,,,1-甲-7-异丙菲,,,,,0,0,,,
1-methylanthracene,,,1-甲蒽,,,,,0,0,,,
1-methylglycocyamidine,,,1-甲基糖腈脒,,,,,0,0,,,
1-Methylhexylamine,,,1-甲基己胺,,,,,0,0,,,
1-methylhydantoin,,,1-甲尿囊素,,,,,0,0,,,
1-methylimidazole,,,1-甲咪唑,,,,,0,0,,,
1-methylisoguanoside,,,1-甲基异鸟嘌呤核糖苷,,,,,0,0,,,
1-Methylmethylergonovine,,,1-甲基甲基麦角新碱,,,,,0,0,,,
1-methylphenanthrene,,,1-甲菲,,,,,0,0,,,
1-methyluric acid,,,1-甲基脲酸,,,,,0,0,,,
1-Methylyohimbane,,,1-甲基育亨烷,,,,,0,0,,,
1-Monoacylglycerol,,,1-单酰甘油,,,,,0,0,,,
1-N-nornuciferine,,,1-N-降莲碱,,,,,0,0,,,
1-naphthaldehyde,,,1-萘甲醛,,,,,0,0,,,
1-naphthalene sulfonic acid,,,[有机化学] １－萘磺酸,,,,,0,0,,,
1-Naphthaleneacetamide,,,1-萘乙酰胺,,,,,0,0,,,
1-naphthaleneacetic acid,,,1-萘乙酸,,,,,0,0,,,
1-naphthalenecarboxylic acid,,,1-萘甲酸,,,,,0,0,,,
1-naphthalenesulfonic acid,,,1-萘磺酸,,,,,0,0,,,
1-naphthalenesulfonyl-chloride,,,1-萘磺醯氯,,,,,0,0,,,
1-Naphthalenol,,,"1-萘酚,α-萘酚",,,,,0,0,,,
1-naphthamide,,,1-萘甲醯胺,,,,,0,0,,,
1-naphthol,,,1-萘酚,,,,,0,0,,,
1-naphthol-4-sulfonic acid,,,[有机化学] １－萘酚－４－磺酸,,,,,0,0,,,
1-naphthol-5-sulfonic acid,,,[有机化学] １－萘酚－５－磺酸,,,,,0,0,,,
1-Naphtholbenzein,,,1-萘酚苯基甲醇,,,,,0,0,,,
1-naphthonitrile,,,1-萘甲腈,,,,,0,0,,,
1-naphthyl ether,,,1-萘醚,,,,,0,0,,,
1-naphthyl mercaptan,,,1-萘硫酚,,,,,0,0,,,
1-naphthyl n-methyl-carbamate,,,N-甲胺甲酸1-萘酯,,,,,0,0,,,
1-naphthyl propyl ether,,,丙基1-萘基醚；丙氧萘,,,,,0,0,,,
1-naphthylacetic acid,,,[有机化学] １－萘（基）乙酸,,,,,0,0,,,
1-naphthylamine,,,1-萘胺,,,,,0,0,,,
1-naphthylamine hydrochloride,,,酸-1-萘胺[C10H7NH2·HCl],,,,,0,0,,,
1-naphthylamine-5-sulfonic acid,,,[有机化学] １－萘胺－５－磺酸,,,,,0,0,,,
1-naphthylamine-6-sulfonic acid,,,[有机化学] １－萘胺－６－磺酸,,,,,0,0,,,
1-naphthylamine-8-sulfonic acid,,,[有机化学] 周位酸,,,,,0,0,,,
1-naphthyldiphenylcarbinol,,,二苯-1-萘甲醇,,,,,0,0,,,
1-naphthylisothiocyanate,,,异硫氰酸1-萘酯,,,,,0,0,,,
1-naphthylmethylcarbamate,,,[有机化学] １－萘基甲基氨基甲酸酯,,,,,0,0,,,
1-NEP,,,N-乙基吡咯酮,,,,,0,0,,,
1-nitro-2-chlorobenzene,,,1-硝-2-氯苯,,,,,0,0,,,
1-Nitro-2-naphthol,,,"1-硝基-2-萘酚,α-硝基-β-萘酚",,,,,0,0,,,
1-nitro-2-naphthylamine,,,1-硝-2-萘胺,,,,,0,0,,,
1-nitroanthraquinone,,,1-硝蒽醌,,,,,0,0,,,
1-nitrobutane,,,1-硝丁烷,,,,,0,0,,,
1-Nitronaphthalene,,,"1-硝基萘,α-硝基萘",,,,,0,0,,,
1-nitrononane,,,1-硝壬烷,,,,,0,0,,,
1-nitrophenyl p-tolyl ketone,,,对硝苯基对【草(之上)+叨】基酮,,,,,0,0,,,
1-nitropropane,,,[有机化学] １－硝基丙烷,,,,,0,0,,,
1-nitropyrene,,,1-硝基芘,,,,,0,0,,,
1-Nitroso-2-naphthol,,,1-亚硝基-2-萘酚,,,,,0,0,,,
1-nitroso-2-naphthylamine,,,1-亚硝-2-萘胺,,,,,0,0,,,
1-nitrosoindoxyl,,,1-亚硝吲哚酚,,,,,0,0,,,
1-nitroundecane,,,1-硝十一烷,,,,,0,0,,,
1-NMP,,,N-甲基吡咯酮,,,,,0,0,,,
1-Nomanol,,,1-壬醇,,,,,0,0,,,
1-Nonadecanol,,,1-十九醇,,,,,0,0,,,
1-nonanol,,,1-壬醇,,,,,0,0,,,
1-nonene,,,壬烯-〔1〕,,,,,0,0,,,
1-nonylene,,,[有机化学] １－壬烯,,,,,0,0,,,
1-nonyne,,,1-壬炔,,,,,0,0,,,
1-NOP,,,1-亚硝基芘,,,,,0,0,,,
1-norcoralydine,,,番荔枝宁,,,,,0,0,,,
1-O-2-acetyl-sn-glycero-3-phosphocholine,,,1-O-2-乙酰-sn-甘油-3-磷酸胆碱,,,,,0,0,,,
1-O-alkyI-2-acetyl-sn-glycero-3-phosphocholine,,,1-O-烷基-2-乙酰-sn-甘油-3-磷酸胆碱,,,,,0,0,,,
1-O-alkyl-2-acyl-sn-glycerol,,,烷基酰基甘油,,,,,0,0,,,
1-O-hexadecyl-2-O-methyl-rac-glycerol,,,1-氧-十六烷基-2-氧-甲基甘油,,,,,0,0,,,
1-octacosanol,,,1-二十八醇,,,,,0,0,,,
1-octadecanol,,,[有机化学] １－十八（碳）醇,,,,,0,0,,,
1-octadecene,,,1-十八烯,,,,,0,0,,,
1-octadecyne,,,1-十八炔,,,,,0,0,,,
1-octanol,,,1-辛醇,,,,,0,0,,,
1-octene,,,1-辛烯,,,,,0,0,,,
1-octylene,,,[有机化学] １－辛烯,,,,,0,0,,,
1-octyne,,,1-辛炔,,,,,0,0,,,
1-oxaazulan-2-one,,,1-氧薁-2-酮,,,,,0,0,,,
1-Oxacephalosporin,,,1-氧头孢子菌素,,,,,0,0,,,
1-Oxacephem,,,1-氧头孢烯,,,,,0,0,,,
1-oxacyclopentan-2-one,,,1-氧环戊-2-酮；γ-丁内酯,,,,,0,0,,,
1-Oxadesacetoxycephem,,,1-氧-去乙酰氧头孢烯,,,,,0,0,,,
1-Oxapenam,,,1-氧青霉烷,,,,,0,0,,,
1-Oxapenem,,,1-氧青霉烯,,,,,0,0,,,
1-p-menthene,,,1-对-薄荷烯,,,,,0,0,,,
1-p-menthene-8-ol,,,1-[对]【草(之上)+孟】烯-8-醇,,,,,0,0,,,
1-palmitoyl-2-oleoylphos-phatidylcholine,,,1-棕榈酰-2-油酰-磷脂酰胆碱,,,,,0,0,,,
1-palmitoyl-2-oleoylphos-phatidylserine,,,1-棕榈酰-2-油酰磷脂酰丝氨酸,,,,,0,0,,,
1-pentadecanol,,,1-十五醇,,,,,0,0,,,
1-pentanethiol,,,1-戊硫醇,,,,,0,0,,,
1-Pentanol,,,"1-戊醇,正戊醇",,,,,0,0,,,
1-penten-3-ol,,,1-戊烯-3-醇,,,,,0,0,,,
1-pentene,,,1-戊烯,,,,,0,0,,,
1-pentyne,,,1-戊炔,,,,,0,0,,,
1-persistent protocol,,,全坚持协定,,,,,0,0,,,
1-phenethylbiguanide,,,"1-苯乙双胍,降糖灵",,,,,0,0,,,
1-phengl-2-butene,,,1-苯基-2-丁烯,,,,,0,0,,,
1-phenolphthalein,,,1-酚酞,,,,,0,0,,,
1-phenoxyhexadecane,,,苯氧十六烷；苯基十六基醚,,,,,0,0,,,
1-phenoxyoctane,,,1-苯氧辛烷；辛基苯基醚,,,,,0,0,,,
1-phenyl-1-propanol,,,[有机化学] １－苯基－１－丙醇,,,,,0,0,,,
1-phenyl-2-methyl-2-propanol,,,1-苯-2-甲-2-丙醇,,,,,0,0,,,
1-phenyl-2-o-tolylhydrazine,,,1-苯-2-邻【草(之上)+叨】肼,,,,,0,0,,,
1-phenyl-2-propanol,,,1-苯-2-丙醇,,,,,0,0,,,
1-phenyl-2-propanone,,,1-苯基-2-丙酮,,,,,0,0,,,
1-phenyl-3-methyl-5-Pyrazolone,,,1-苯基-3-甲基-5-吡唑啉酮,,,,,0,0,,,
1-phenyl-3-pyrazolid(in)one,,,[有机化学] １－苯基－３－吡唑烷酮,,,,,0,0,,,
1-phenyl-3-pyrazolidone,,,"{沖片}菲尼酮1-3号, 1-苯-3-吡唑啉酮",,,,,0,0,,,
1-phenyl-5-aminotetrazole,,,1-苯基-5-氨基四唑,,,,,0,0,,,
1-phenyl-spiroperidol,,,1-苯基-螺环哌啶,,,,,0,0,,,
1-phenylbutane,,,1-苯丁烷；丁苯,,,,,0,0,,,
1-Phenylethanol,,,1-苯乙醇,,,,,0,0,,,
1-phenylnaphthalene,,,1-苯基萘,,,,,0,0,,,
1-phenylpentane,,,1-苯戊烷,,,,,0,0,,,
1-phenylpiperazine,,,1-苯哌【口+井】,,,,,0,0,,,
1-phenylpropanol,,,1-苯丙醇,,,,,0,0,,,
1-phenylpropene,,,1-苯丙烯,,,,,0,0,,,
1-phenylpropyne,,,1-苯丙炔；苯基甲基乙炔,,,,,0,0,,,
1-phenylsemicarbazide,,,1-苯半卡肼；苯胺脲,,,,,0,0,,,
1-phosphofructaldolase,,,1-磷酸果糖醛缩酶,,,,,0,0,,,
1-Phosphofructokinase,,,1-磷酸果糖激酶,,,,,0,0,,,
1-point cdv,,,单点细胞迟延变异,,,,,0,0,,,
1-propanethiol,,,1-丙硫醇,,,,,0,0,,,
1-propanol,,,1-丙醇,,,,,0,0,,,
1-propen-2-ylacetate,,,[有机化学] １－丙基－２－基醋酸酯,,,,,0,0,,,
1-propenyl,,,1-丙烯基,,,,,0,0,,,
1-propoxypropane,,,1-丙氧丙烷；二丙醚,,,,,0,0,,,
1-propylphosphonic acid,,,[有机化学] １－丙基膦酸,,,,,0,0,,,
1-propylsulfinylpropane,,,1-丙亚磺醯丙烷；丙亚砜,,,,,0,0,,,
1-propylsulfonylpropane,,,1-丙磺醯丙烷；丙砜,,,,,0,0,,,
1-propynyl,,,1-丙炔基,,,,,0,0,,,
1-Sep,,,Sep1蛋白,,,,,0,0,,,
1-silyldisilanyl,,,1-硅二硅烷基；异三硅烷基,,,,,0,0,,,
1-sparteine,,,1-鹰爪豆碱,,,,,0,0,,,
1-tenuipine,,,1-细柄瑞香楠碱,,,,,0,0,,,
1-Testolactone,,,"睾内酯,1-去氢睾内酯",,,,,0,0,,,
1-testosterone,,,1-睾酮,,,,,0,0,,,
1-Tetradecanol,,,1-十四醇,,,,,0,0,,,
1-tetradecene,,,十四烯-[1],,,,,0,0,,,
1-tetradecylene,,,1-十四烯,,,,,0,0,,,
1-tetradecyne,,,1-十四炔,,,,,0,0,,,
1-thiocarbamoyl-2-imidazolidinone,,,1-硫代氨基甲酰-2-咪唑啉酮,,,,,0,0,,,
1-Thioglycerol,,,1-硫代丙三醇,,,,,0,0,,,
1-Thiosorbitol,,,1-硫代山梨糖醇,,,,,0,0,,,
1-triacontanol,,,1-正三十烷醇,,,,,0,0,,,
1-triacotanol,,,n-三十醇,,,,,0,0,,,
1-Tridecanol,,,1-十三醇,,,,,0,0,,,
1-Undecylamine,,,十一胺,,,,,0,0,,,
1-undecyne,,,1-十一炔,,,,,0,0,,,
1-vicine,,,肥田豆【生+佥】,,,,,0,0,,,
1-vinylcyclohexene,,,1-乙烯[基]环己烯,,,,,0,0,,,
1-Xylylazo-2-naphthol,,,1-二甲苯偶氮-2-萘酚,,,,,0,0,,,
1. process,,,处理；过程,,,,,0,0,,,
1.3-diphosphoglyceraldehyde,,,二磷甘油醛,,,,,0,0,,,
1.3-diphosphoglyceraldehyde dehydrogenase,,,二磷甘油醛去氢酶,,,,,0,0,,,
1.3-diphosphoglycerate,,,1.3-二磷甘油酯,,,,,0,0,,,
1.3-diphosphoglyceric acid,,,1.3-二磷甘油酸,,,,,0,0,,,
1.tr.6,,,1.TR.6 控制通道协定,,,,,0,0,,,
1/2 medium caking coal,,,[矿物] １／２中粘煤,,,,,0,0,,,
1/2 standard turn,,,1/2标准转弯,,,,,0,0,,,
1/2-inch tape back-up,,,1/2吋磁带后备,,,,,0,0,,,
1/3 coking coal,,,[矿物] １／３焦煤,,,,,0,0,,,
1/4-inch tape cartridge,,,1/4吋匣式磁带,,,,,0,0,,,
1/D,,,[=once a day]一天一次,,,,,0,0,,,
1/f noise,,,1/f杂讯,,,,,0,0,,,
10 consecutive ties,,,连续 10 根的轨枕,,,,,0,0,,,
10 undecen-1-ol,,,[有机化学] １０－十一碳烯－１－醇,,,,,0,0,,,
10's complement,,,10补数,,,,,0,0,,,
10-azaanthracene,,,10-吖蒽,,,,,0,0,,,
10-camphorsulfonic acid,,,[有机化学] １０－樟脑磺酸,,,,,0,0,,,
10-car trains,,,10 辆编组,,,,,0,0,,,
10-Epieupatoroxin,,,10-表泽兰氧化苦内酯,,,,,0,0,,,
10-ethyl-10-deaza-aminopterin,,,10-乙基-10-去氮-胺基蝶吟,,,,,0,0,,,
10-gigabit ethernet,,,百亿位元乙太网路,,,,,0,0,,,
10-HDA,,,反式10-羟基-2-癸烯酸,,,,,0,0,,,
10-hendecenoic acid,,,10-十一烯酸,,,,,0,0,,,
10-Hydroxy-camptothecin,,,10-羟基喜树碱,,,,,0,0,,,
10-hydroxyanthrone,,,10-羟蒽酮,,,,,0,0,,,
10-Hydroxycamptothecine,,,10-羟基喜树碱,,,,,0,0,,,
10-hydroxydecanoic acid,,,10-羟癸酸,,,,,0,0,,,
10-hydroxydeoxycamptothecine,,,10-羟基去氧喜树碱,,,,,0,0,,,
10-Methoxycamptothecine,,,10-甲氧基喜树碱,,,,,0,0,,,
10-Methoxydeserpidine,,,10-异利血平,,,,,0,0,,,
10-Methoxyharmalan,,,10-甲氧哈梅蓝,,,,,0,0,,,
10-methoxymedicarpin,,,10-甲氧基美迪紫檀素,,,,,0,0,,,
10-minutes train graph,,,[铁路] 十分格运行图,,,,,0,0,,,
10-nonacosanol,,,廿九烷醇-10,,,,,0,0,,,
10-nonadecanone,,,十九酮-〔10〕；二壬甲酮,,,,,0,0,,,
